Make,Model,Variant,Ex-Showroom_Price (in Rupees),Displacement(in cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity(in Litres),Fuel_Type,Height(in mm),Length(in mm),Width(in mm),Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase(in mm),Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space(in),CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight(in Kg),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,ASR_/_Traction_Control,Cruise_Control,USB_Ports
Tata,Hexa,Xe 4X2,1371864,2179,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14 km/litre,17.6 km/litre,17.6 km/litre,5,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70 R16,235/70 R16,Electric Power,All Windows,Remote,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2850,235/70 R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,128,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,1
Tata,Hexa,Xm 4X2,1531377,2179,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1791,4788,1903,SUV,5,14 km/litre,17.6 km/litre,17.6 km/litre,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70 R16,235/70 R16,Electric Power,All Windows,Remote,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2850,235/70 R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,128,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,1
Toyota,Innova Crysta,2.4 Vx 7 Str,1927000,2393,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12 km/litre,23 km/litre,15 km/litre,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750,205/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,All Rows,2430,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,3,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,1
Toyota,Innova Crysta,2.4 Gx 8 Str,1610000,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12 km/litre,23 km/litre,15.4 km/litre,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,2750,205/65R16,No,No,Not on offer,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",No,Internal,460,No,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),No,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,All Rows,2480,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,3,Yes,No,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,1
Toyota,Innova Crysta,2.4 Vx 8 Str,1932000,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12 km/litre,23 km/litre,15.4 km/litre,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,215/55R17,215/55R17,Electric Power,All Windows,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,2750,215/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Manual, With Remote",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,No,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2460,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,3,No,Yes,No,No,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,1
Toyota,Innova Crysta,2.4 Zx 7 Str,2113000,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12 km/litre,23 km/litre,15.1 km/litre,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,215/55R17,215/55R17,Electric Power,All Windows,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750,215/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2450,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,No,7,Yes,Yes,No,No,Yes,Yes,Electric Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1
Toyota,Innova Crysta,2.7 Gx At 8 Str,1620000,2694,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2 km/litre,23 km/litre,10.83 km/litre,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Analog,Yes,8,Fabric,Automatic,2750,205/65R16,No,Yes,CD Player with USB & Aux-in,Yes,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,460,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Air Conditioning with cooling only,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,All Rows,2480,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,No,7,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,1
Toyota,Innova Crysta,2.7 Gx At 7 Str,1615000,2694,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2 km/litre,23 km/litre,10.83 km/litre,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,166PS@3400rpm,245Nm@1200-3400RPM,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2750,205/65R16,No,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,460,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2480,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,No,7,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,1
Toyota,Innova Crysta,2.7 Zx At 7 Str,2103000,2393,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2 km/litre,23 km/litre,10.75 km/litre,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,215/55R17,215/55R17,Electric Power,All Windows,Smart Key,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2750,215/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2450,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,No,7,Yes,Yes,No,No,Yes,Yes,Electric Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1
Toyota,Innova Crysta,2.7 Vx 7 Str,1807000,2393,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2 km/litre,23 km/litre,11.25 km/litre,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750,205/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,All Rows,2430,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,3,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,1
Toyota,Innova Crysta,2.7 Gx Mt 8 Str,1498000,2755,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2 km/litre,23 km/litre,11.25 km/litre,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,2750,205/65R16,No,No,Not on offer,Yes,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",No,Internal,460,No,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),No,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Air Conditioning with cooling only,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,All Rows,2480,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,No,7,Yes,No,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,1
Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,2097000,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12 km/litre,23 km/litre,15 km/litre,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2750,205/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,All Rows,2430,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,3,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,1
Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,1892000,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2 km/litre,23 km/litre,11.25 km/litre,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,205/65R16,205/65R16,Electric Power,All Windows,Smart Key,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Analog,2,7,Fabric,Manual,2750,205/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2430,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,Yes,3,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,1
Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,2171000,2694,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Petrol,1795,4735,1830,MUV,5,11.2 km/litre,23 km/litre,10.75 km/litre,6,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,215/55R17,215/55R17,Electric Power,All Windows,Smart Key,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Analog,2,7,Leather,Automatic,2750,215/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2450,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Drive side airbag",Yes,Yes,Yes,Yes,7,Yes,Yes,No,No,Yes,Yes,Electric Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1
Toyota,Innova Crysta,2.4 G Plus 8 Str,1587000,2393,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55,Diesel,1795,4735,1830,MUV,5,12 km/litre,23 km/litre,15.1 km/litre,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,205/65R16,205/65R16,Electric Power,All Windows,Remote,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,Analog,Yes,8,Fabric,Manual,2750,205/65R16,No,No,Not on offer,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",No,Internal,460,No,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),No,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,All Rows,2480,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,3,Yes,No,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,1
Toyota,Corolla Altis,G Petrol,1645000,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1475,4620,1775,Sedan,4,9.5 km/litre,23 km/litre,16.7 km/litre,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,195/65R15,195/65R15,Electric Power,All Windows,Remote,140PS@6400rpm,173Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2700,195/65R15,No,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,470,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Front Row,1660,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,3,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,No,No,No,No,No,No,Yes,No,No,No,No,1
Toyota,Corolla Altis,G At Petrol,1806000,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1475,4620,1775,Sedan,4,9.5 km/litre,23 km/litre,16.7 km/litre,7,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,195/65R15,195/65R15,Electric Power,All Windows,Remote,140PS@6400rpm,173Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2700,195/65R15,No,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,470,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Front Row,1680,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,Yes,3,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,1
Toyota,Corolla Altis,Gl Petrol,1882000,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1475,4620,1775,Sedan,4,9.5 km/litre,23 km/litre,16.7 km/litre,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,205/55R16,205/55R16,Electric Power,All Windows,Smart Key,140PS@6400rpm,173Nm@4000rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2700,205/55R16,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",470,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Automatic,All Rows,1695,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,7,No,Yes,No,No,No,Yes,Electric Adjustment,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,1
Toyota,Corolla Altis,Gl Diesel,1936000,1364,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1475,4620,1775,Sedan,4,18.2 km/litre,21 km/litre,21 km/litre,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,195/65 R15,195/65 R15,Electric Power,All Windows,Smart Key,88.4PS@3800rpm,205Nm@1800-2800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2700,195 / 65 R15,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",470,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Front Row,1670,"Driver knee airbag, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,3,No,Yes,No,No,No,Yes,Electric Adjustment,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,1
Toyota,Corolla Altis,G Diesel,1771000,1364,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1475,4620,1775,Sedan,4,18.4 km/litre,21 km/litre,21 km/litre,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,195/65 R15,195/65 R15,Electric Power,All Windows,Remote,88.4PS@3800rpm,205Nm@1800-2800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2700,195 / 65 R15,No,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,470,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Front Row,1670,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,3,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,No,No,No,No,No,Yes,Yes,No,No,No,No,1
Toyota,Corolla Altis,Vl At Petrol,2019000,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1475,4620,1775,Sedan,4,9.5 km/litre,23 km/litre,16.7 km/litre,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,205/55R16,205/55R16,Electric Power,All Windows,Smart Key,140PS@6400rpm,173Nm@4000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2700,205/55R16,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",470,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Automatic,All Rows,1710,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,No,7,No,Yes,No,No,No,Yes,Electric Adjustment,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,1
